"ProcessName","ExecutablePath","ProcessId","ParentProcessId","CommandLine","Priority","Date"
"OSPPSVC.EXE","C:\Program Files\Common Files\Microsoft Shared\OfficeSoftwareProtectionPlatform\OSPPSVC.EXE","4968","752","""C:\Program Files\Common Files\Microsoft Shared\OfficeSoftwareProtectionPlatform\OSPPSVC.EXE""","8","1/22/2014 10:38:12 AM"
"conhost.exe","C:\WINDOWS\system32\conhost.exe","7292","8444","\??\C:\WINDOWS\system32\conhost.exe 0x4","8","1/23/2014 8:51:52 PM"
"iTeleportService.exe","C:\Program Files (x86)\iTeleport\iTeleport Connect\iTeleportService.exe","8612","752","""C:\Program Files (x86)\iTeleport\iTeleport Connect\iTeleportService.exe""","8","1/24/2014 10:44:39 AM"
"git.exe","C:\Program Files (x86)\Git\bin\git.exe","11212","4992","git.exe  pull","8","1/24/2014 11:28:53 AM"
"sh.exe","C:\Program Files (x86)\Git\bin\sh.exe","10648","11212","""C:\Program Files (x86)\Git\bin\sh.exe"" ""C:\Program Files (x86)\Git/libexec/git-core\git-pull""","8","1/24/2014 11:28:53 AM"
"sh.exe","C:\Program Files (x86)\Git\bin\sh.exe","9596","10648","C:\Program Files (x86)\Git\bin\sh.exe","8","1/24/2014 11:28:54 AM"
"git.exe","C:\Program Files (x86)\Git\libexec\git-core\git.exe","8968","9596","""C:\Program Files (x86)\Git\libexec\git-core\git.exe"" fetch --update-head-ok","8","1/24/2014 11:28:54 AM"
"git-remote-https.exe","C:\Program Files (x86)\Git\libexec\git-core\git-remote-https.exe","11684","8968","git-remote-https origin https://github.com/sunnyc7/PhillyPosh.git","8","1/24/2014 11:28:54 AM"
"ApplePhotoStreams.exe","C:\Program Files (x86)\Common Files\Apple\Internet Services\ApplePhotoStreams.exe","5888","884","""C:\Program Files (x86)\Common Files\Apple\Internet Services\ApplePhotoStreams.exe"" -Embedding","8","1/26/2014 1:06:57 PM"
"taskhost.exe","C:\WINDOWS\system32\taskhost.exe","2964","592","taskhost.exe ","8","1/26/2014 11:55:58 PM"
"chrome.exe","C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe","6272","9908","""C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe"" --type=service","8","1/28/2014 8:08:18 PM"
"F5ElHelper.exe","C:\Windows\Downloaded Program Files\Conflict.1\F5ElHelper.exe","7532","13112","""C:\Windows\Downloaded Program Files\Conflict.1\F5ElHelper.exe"" -rpc","8","1/29/2014 7:34:13 PM"
"pageant.exe","C:\Program Files (x86)\Atlassian\SourceTree\tools\putty\pageant.exe","5520","9780","""C:\Program Files (x86)\Atlassian\SourceTree\tools\putty\pageant.exe"" ","8","1/29/2014 7:58:19 PM"
"splwow64.exe","C:\WINDOWS\splwow64.exe","12608","12880","C:\WINDOWS\splwow64.exe 8192","8","1/30/2014 2:48:31 PM"
"dllhost.exe","C:\WINDOWS\system32\DllHost.exe","5440","884","C:\WINDOWS\system32\DllHost.exe /Processid:{F9717507-6651-4EDB-BFF7-AE615179BCCF}","8","1/30/2014 3:06:10 PM"
"Snagit32.exe","C:\Program Files (x86)\TechSmith\Snagit 11\Snagit32.exe","5000","7596","""C:\Program Files (x86)\TechSmith\Snagit 11\Snagit32.exe"" ","8","1/31/2014 10:20:16 AM"
"TscHelp.exe","C:\Program Files (x86)\TechSmith\Snagit 11\TSCHelp.exe","8476","5000","""C:\Program Files (x86)\TechSmith\Snagit 11\TSCHelp.exe"" ","8","1/31/2014 10:20:17 AM"
"SnagPriv.exe","C:\Program Files (x86)\TechSmith\Snagit 11\SnagPriv.exe","11544","5000","""C:\Program Files (x86)\TechSmith\Snagit 11\SnagPriv.exe"" ","8","1/31/2014 10:20:17 AM"
"SnagitEditor.exe","C:\Program Files (x86)\TechSmith\Snagit 11\snagiteditor.exe","10756","5000","""C:\Program Files (x86)\TechSmith\Snagit 11\snagiteditor.exe"" /X","8","1/31/2014 10:20:18 AM"
"AppleMobileDeviceService.exe","C:\Program Files (x86)\Common Files\Apple\Mobile Device Support\AppleMobileDeviceService.exe","6228","752","""C:\Program Files (x86)\Common Files\Apple\Mobile Device Support\AppleMobileDeviceService.exe""","8","1/31/2014 1:07:06 PM"
"iTeleportConnect.exe","C:\Program Files (x86)\iTeleport\iTeleport Connect\iTeleportConnect.exe","11384","7596","""C:\Program Files (x86)\iTeleport\iTeleport Connect\iTeleportConnect.exe"" ","8","1/31/2014 11:17:38 PM"
"chrome.exe","C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe","8140","9180","""C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe"" http://www.techsmith.com/redirect.asp?target=snagmetroinfo&product=snagit&lang=enu&ver=11.2.1&os=win","8","2/1/2014 11:57:15 AM"
"chrome.exe","C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe","13032","8140","""C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe"" --type=gpu-process --channel=""8140.0.1748176152\117823307"" --disable-image-transport-surface --supports-dual-gpus=false --gpu-driver-bug-workarounds=0,13,23 --gpu-vendor-id=0x1002 --gpu-device-id=0x68b8 --gpu-driver-vendor=""Advanced Micro Devices, Inc."" --gpu-driver-version=13.152.0.0 --ignored="" --type=renderer "" /prefetch:822062411","8","2/1/2014 11:57:15 AM"
"chrome.exe","C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe","12888","8140","""C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-US --force-fieldtrials=""AutocompleteDynamicTrial_2/DefaultControl_R2_Stable/AutomaticProfileReset/Enabled4/BrowserPreReadExperiment/100-pct-default/ChromeSuggestions/Default/DeferBackgroundExtensionCreation/RateLimited/EmbeddedSearch/Group8 pct:10h stable:pp1 use_cacheable_ntp:1 espv:210 suppress_on_srp:1/Prerender/PrerenderEnabled/PrerenderLocalPredictorSpec/LocalPredictor=Disabled/ShowAppLauncherPromo/ShowPromoUntilDismissed/Test0PercentDefault/group_01/UMA-Dynamic-Binary-Uniformity-Trial/default/UMA-Dynamic-Uniformity-Trial/Group6/UMA-Population-Restrict/normal/UMA-Session-Randomized-Uniformity-Trial-5-Percent/group_11/UMA-Uniformity-Trial-1-Percent/group_77/UMA-Uniformity-Trial-10-Percent/group_03/UMA-Uniformity-Trial-100-Percent/group_01/UMA-Uniformity-Trial-20-Percent/group_02/UMA-Uniformity-Trial-5-Percent/group_10/UMA-Uniformity-Trial-50-Percent/group_01/"" --enable-threaded-compositing --enable-delegated-renderer --enable-deadline-scheduling --extension-process --renderer-print-preview --disable-html-notifications --enable-software-compositing --channel=""8140.1.884281668\1985597341"" /prefetch:673131151","8","2/1/2014 11:57:15 AM"
"chrome.exe","C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe","8592","8140","""C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-US --force-fieldtrials=""AutocompleteDynamicTrial_2/DefaultControl_R2_Stable/AutomaticProfileReset/Enabled4/BrowserPreReadExperiment/100-pct-default/ChromeSuggestions/Default/DeferBackgroundExtensionCreation/RateLimited/EmbeddedSearch/Group8 pct:10h stable:pp1 use_cacheable_ntp:1 espv:210 suppress_on_srp:1/Prerender/PrerenderEnabled/PrerenderLocalPredictorSpec/LocalPredictor=Disabled/ShowAppLauncherPromo/ShowPromoUntilDismissed/Test0PercentDefault/group_01/UMA-Dynamic-Binary-Uniformity-Trial/default/UMA-Dynamic-Uniformity-Trial/Group6/UMA-Population-Restrict/normal/UMA-Session-Randomized-Uniformity-Trial-5-Percent/group_11/UMA-Uniformity-Trial-1-Percent/group_77/UMA-Uniformity-Trial-10-Percent/group_03/UMA-Uniformity-Trial-100-Percent/group_01/UMA-Uniformity-Trial-20-Percent/group_02/UMA-Uniformity-Trial-5-Percent/group_10/UMA-Uniformity-Trial-50-Percent/group_01/"" --enable-threaded-compositing --enable-delegated-renderer --enable-deadline-scheduling --renderer-print-preview --disable-html-notifications --enable-software-compositing --channel=""8140.4.1375069725\489771516"" /prefetch:673131151","6","2/1/2014 11:57:15 AM"
"chrome.exe","C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe","5104","8140","""C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-US --force-fieldtrials=""AutocompleteDynamicTrial_2/DefaultControl_R2_Stable/AutomaticProfileReset/Enabled4/BrowserPreReadExperiment/100-pct-default/ChromeSuggestions/Default/DeferBackgroundExtensionCreation/RateLimited/EmbeddedSearch/Group8 pct:10h stable:pp1 use_cacheable_ntp:1 espv:210 suppress_on_srp:1/Prerender/PrerenderEnabled/PrerenderLocalPredictorSpec/LocalPredictor=Disabled/ShowAppLauncherPromo/ShowPromoUntilDismissed/Test0PercentDefault/group_01/UMA-Dynamic-Binary-Uniformity-Trial/default/UMA-Dynamic-Uniformity-Trial/Group6/UMA-Population-Restrict/normal/UMA-Session-Randomized-Uniformity-Trial-5-Percent/group_11/UMA-Uniformity-Trial-1-Percent/group_77/UMA-Uniformity-Trial-10-Percent/group_03/UMA-Uniformity-Trial-100-Percent/group_01/UMA-Uniformity-Trial-20-Percent/group_02/UMA-Uniformity-Trial-5-Percent/group_10/UMA-Uniformity-Trial-50-Percent/group_01/"" --enable-threaded-compositing --enable-delegated-renderer --enable-deadline-scheduling --extension-process --renderer-print-preview --disable-html-notifications --enable-software-compositing --channel=""8140.5.1862086534\1427320110"" /prefetch:673131151","8","2/1/2014 11:57:15 AM"
"chrome.exe","C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe","11484","8140","""C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-US --force-fieldtrials=""AutocompleteDynamicTrial_2/DefaultControl_R2_Stable/AutomaticProfileReset/Enabled4/BrowserPreReadExperiment/100-pct-default/ChromeSuggestions/Default/DeferBackgroundExtensionCreation/RateLimited/EmbeddedSearch/Group8 pct:10h stable:pp1 use_cacheable_ntp:1 espv:210 suppress_on_srp:1/ManagedModeLaunch/Active/Prerender/PrerenderEnabled/PrerenderLocalPredictorSpec/LocalPredictor=Disabled/ShowAppLauncherPromo/ShowPromoUntilDismissed/Test0PercentDefault/group_01/UMA-Dynamic-Binary-Uniformity-Trial/default/UMA-Dynamic-Uniformity-Trial/Group6/UMA-Population-Restrict/normal/UMA-Session-Randomized-Uniformity-Trial-5-Percent/group_11/UMA-Uniformity-Trial-1-Percent/group_77/UMA-Uniformity-Trial-10-Percent/group_03/UMA-Uniformity-Trial-100-Percent/group_01/UMA-Uniformity-Trial-20-Percent/group_02/UMA-Uniformity-Trial-5-Percent/group_10/UMA-Uniformity-Trial-50-Percent/group_01/"" --enable-threaded-compositing --enable-delegated-renderer --enable-deadline-scheduling --renderer-print-preview --disable-html-notifications --enable-software-compositing --channel=""8140.8.1345340387\1892454342"" /prefetch:673131151","6","2/1/2014 11:57:15 AM"
"chrome.exe","C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe","2532","8140","""C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-US --force-fieldtrials=""AutocompleteDynamicTrial_2/DefaultControl_R2_Stable/AutomaticProfileReset/Enabled4/BrowserPreReadExperiment/100-pct-default/ChromeSuggestions/Default/DeferBackgroundExtensionCreation/RateLimited/EmbeddedSearch/Group8 pct:10h stable:pp1 use_cacheable_ntp:1 espv:210 suppress_on_srp:1/ManagedModeLaunch/Active/Prerender/PrerenderEnabled/PrerenderLocalPredictorSpec/LocalPredictor=Disabled/ShowAppLauncherPromo/ShowPromoUntilDismissed/Test0PercentDefault/group_01/UMA-Dynamic-Binary-Uniformity-Trial/default/UMA-Dynamic-Uniformity-Trial/Group6/UMA-Population-Restrict/normal/UMA-Session-Randomized-Uniformity-Trial-5-Percent/group_11/UMA-Uniformity-Trial-1-Percent/group_77/UMA-Uniformity-Trial-10-Percent/group_03/UMA-Uniformity-Trial-100-Percent/group_01/UMA-Uniformity-Trial-20-Percent/group_02/UMA-Uniformity-Trial-5-Percent/group_10/UMA-Uniformity-Trial-50-Percent/group_01/"" --enable-threaded-compositing --enable-delegated-renderer --enable-deadline-scheduling --extension-process --renderer-print-preview --disable-html-notifications --enable-software-compositing --channel=""8140.9.729797371\1946944842"" /prefetch:673131151","8","2/1/2014 11:57:15 AM"
"chrome.exe","C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe","9484","8140","""C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-US --force-fieldtrials=""AutocompleteDynamicTrial_2/DefaultControl_R2_Stable/AutomaticProfileReset/Enabled4/BrowserPreReadExperiment/100-pct-default/ChromeSuggestions/Default/DeferBackgroundExtensionCreation/RateLimited/EmbeddedSearch/Group8 pct:10h stable:pp1 use_cacheable_ntp:1 espv:210 suppress_on_srp:1/ManagedModeLaunch/Active/Prerender/PrerenderEnabled/PrerenderLocalPredictorSpec/LocalPredictor=Disabled/ShowAppLauncherPromo/ShowPromoUntilDismissed/Test0PercentDefault/group_01/UMA-Dynamic-Binary-Uniformity-Trial/default/UMA-Dynamic-Uniformity-Trial/Group6/UMA-Population-Restrict/normal/UMA-Session-Randomized-Uniformity-Trial-5-Percent/group_11/UMA-Uniformity-Trial-1-Percent/group_77/UMA-Uniformity-Trial-10-Percent/group_03/UMA-Uniformity-Trial-100-Percent/group_01/UMA-Uniformity-Trial-20-Percent/group_02/UMA-Uniformity-Trial-5-Percent/group_10/UMA-Uniformity-Trial-50-Percent/group_01/"" --enable-threaded-compositing --enable-delegated-renderer --enable-deadline-scheduling --extension-process --renderer-print-preview --disable-html-notifications --enable-software-compositing --channel=""8140.10.395319351\104925605"" /prefetch:673131151","8","2/1/2014 11:57:15 AM"
"chrome.exe","C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe","2728","8140","""C:\Users\Adil\AppData\Local\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-US --force-fieldtrials=""AutocompleteDynamicTrial_2/DefaultControl_R2_Stable/AutomaticProfileReset/Enabled4/BrowserPreReadExperiment/100-pct-default/ChromeSuggestions/Default/DeferBackgroundExtensionCreation/RateLimited/EmbeddedSearch/Group8 pct:10h stable:pp1 use_cacheable_ntp:1 espv:210 suppress_on_srp:1/ManagedModeLaunch/Active/Prerender/PrerenderEnabled/PrerenderLocalPredictorSpec/LocalPredictor=Disabled/ShowAppLauncherPromo/ShowPromoUntilDismissed/Test0PercentDefault/group_01/UMA-Dynamic-Binary-Uniformity-Trial/default/UMA-Dynamic-Uniformity-Trial/Group6/UMA-Population-Restrict/normal/UMA-Session-Randomized-Uniformity-Trial-5-Percent/group_11/UMA-Uniformity-Trial-1-Percent/group_77/UMA-Uniformity-Trial-10-Percent/group_03/UMA-Uniformity-Trial-100-Percent/group_01/UMA-Uniformity-Trial-20-Percent/group_02/UMA-Uniformity-Trial-5-Percent/group_10/UMA-Uniformity-Trial-50-Percent/group_01/"" --enable-threaded-compositing --enable-delegated-renderer --enable-deadline-scheduling --extension-process --renderer-print-preview --disable-html-notifications --enable-software-compositing --channel=""8140.11.223915985\876589759"" /prefetch:673131151","8","2/1/2014 11:57:15 AM"
